Network,Station,Name,Latitude,Longitude,Elevation,Sensitivity,Site,Vs30
GD,B0901,GD B0901 BHZ ,22.730000,114.030000,0.0,70000000000.0,,
YN,F2805,YN F2805 BHZ ,23.500000,101.850000,0.0,70000000000.0,,
HE,T0006,HE T0006 BHZ ,37.460000,115.960000,0.0,70000000000.0,,
SC,B8107,SC B8107 BHZ ,31.790000,104.720000,0.0,70000000000.0,,
XJ,A002A,XJ A002A BHZ ,43.890000,87.290000,0.0,70000000000.0,,
AH,PX001,AH PX001 BHZ ,30.950000,118.810000,0.0,70000000000.0,,
QH,A0006,QH A0006 BHZ ,36.810000,101.680000,0.0,70000000000.0,,
GD,D1503,GD D1503 BHZ ,23.540000,116.710000,0.0,70000000000.0,,
HE,A0107,HE A0107 BHZ ,38.240000,114.470000,0.0,70000000000.0,,
XJ,G0016,XJ G0016 BHZ ,43.950000,85.530000,0.0,70000000000.0,,
HE,T0036,HE T0036 BHZ ,37.930000,115.920000,0.0,70000000000.0,,
LN,HG004,LN HG004 BHZ ,40.060000,122.500000,0.0,70000000000.0,,
YN,K2208,YN K2208 BHZ ,22.190000,100.550000,0.0,70000000000.0,,
FJ,YTFQ,FJ YTFQ BHZ ,25.820000,118.870000,0.0,70000000000.0,,
FJ,A7008,FJ A7008 BHZ ,26.250000,119.450000,0.0,70000000000.0,,
SC,UL002,SC UL002 BHZ ,31.530000,102.900000,0.0,70000000000.0,,
SD,R004C,SD R004C BHZ ,35.570000,115.580000,0.0,70000000000.0,,
HE,B0124,HE B0124 BHZ ,40.070000,118.180000,0.0,70000000000.0,,
SX,L0077,SX L0077 BHZ ,35.900000,111.500000,0.0,70000000000.0,,
SD,H0027,SD H0027 BHZ ,35.800000,116.490000,0.0,70000000000.0,,
GS,WEGSJ,GS WEGSJ BHZ ,33.040000,104.460000,0.0,70000000000.0,,
YN,J2207,YN J2207 BHZ ,22.970000,101.790000,0.0,70000000000.0,,
YN,JMJ05,YN JMJ05 BHZ ,22.910000,101.560000,0.0,70000000000.0,,
SX,M0004,SX M0004 BHZ ,35.680000,111.130000,0.0,70000000000.0,,
FJ,E6611,FJ E6611 BHZ ,24.620000,117.240000,0.0,70000000000.0,,
JL,HT001,JL HT001 BHZ ,42.900000,129.830000,0.0,70000000000.0,,
HE,T0027,HE T0027 BHZ ,37.900000,115.700000,0.0,70000000000.0,,
GD,HG002,GD HG002 BHZ ,23.530000,112.170000,0.0,70000000000.0,,
XJ,P0063,XJ P0063 BHZ ,39.840000,74.590000,0.0,70000000000.0,,
SC,W2201,SC W2201 BHZ ,28.540000,100.870000,0.0,70000000000.0,,
YN,F2301,YN F2301 BHZ ,24.200000,102.590000,0.0,70000000000.0,,
XJ,P002B,XJ P002B BHZ ,39.080000,75.780000,0.0,70000000000.0,,
SC,V2515,SC V2515 BHZ ,29.880000,101.320000,0.0,70000000000.0,,
SX,L0110,SX L0110 BHZ ,36.470000,111.110000,0.0,70000000000.0,,
GS,E0028,GS E0028 BHZ ,34.860000,105.810000,0.0,70000000000.0,,
SC,Q2601,SC Q2601 BHZ ,28.030000,104.930000,0.0,70000000000.0,,
FJ,A9015,FJ A9015 BHZ ,26.290000,118.800000,0.0,70000000000.0,,
TJ,W0007,TJ W0007 BHZ ,39.020000,116.990000,0.0,70000000000.0,,
YN,CQJ01,YN CQJ01 BHZ ,26.910000,102.940000,0.0,70000000000.0,,
SC,B2708,SC B2708 BHZ ,32.160000,104.670000,0.0,70000000000.0,,
YN,C2233,YN C2233 BHZ ,27.170000,102.940000,0.0,70000000000.0,,
SC,L3303,SC L3303 BHZ ,28.780000,103.400000,0.0,70000000000.0,,
HI,C0009,HI C0009 BHZ ,19.580000,110.390000,0.0,70000000000.0,,
XJ,NB002,XJ NB002 BHZ ,41.660000,81.550000,0.0,70000000000.0,,
XJ,Q004F,XJ Q004F BHZ ,37.730000,76.500000,0.0,70000000000.0,,
SC,V2707,SC V2707 BHZ ,31.540000,100.900000,0.0,70000000000.0,,
YN,L2305,YN L2305 BHZ ,25.690000,100.770000,0.0,70000000000.0,,
FJ,CLJT,FJ CLJT BHZ ,25.770000,119.560000,0.0,70000000000.0,,
HE,D0075,HE D0075 BHZ ,36.230000,114.980000,0.0,70000000000.0,,
SC,UY002,SC UY002 BHZ ,33.130000,102.630000,0.0,70000000000.0,,
HE,B0089,HE B0089 BHZ ,40.260000,118.510000,0.0,70000000000.0,,
GS,G0015,GS G0015 BHZ ,38.480000,100.570000,0.0,70000000000.0,,
SN,E0068,SN E0068 BHZ ,35.400000,109.800000,0.0,70000000000.0,,
FJ,B4408,FJ B4408 BHZ ,25.160000,119.120000,0.0,70000000000.0,,
QH,C0045,QH C0045 BHZ ,37.880000,100.430000,0.0,70000000000.0,,
TJ,PS001,TJ PS001 BHZ ,39.300000,116.900000,0.0,70000000000.0,,
XJ,E0022,XJ E0022 BHZ ,45.010000,81.700000,0.0,70000000000.0,,
SC,VJ003,SC VJ003 BHZ ,29.140000,101.510000,0.0,70000000000.0,,
NX,AL002,NX AL002 BHZ ,37.890000,106.390000,0.0,70000000000.0,,
YN,C2306,YN C2306 BHZ ,27.960000,104.340000,0.0,70000000000.0,,
GD,H8403,GD H8403 BHZ ,23.400000,112.540000,0.0,70000000000.0,,
NX,XJTP,NX XJTP BHZ ,36.010000,105.410000,0.0,70000000000.0,,
HE,B0117,HE B0117 BHZ ,40.090000,117.900000,0.0,70000000000.0,,
GS,G0013,GS G0013 BHZ ,38.610000,100.870000,0.0,70000000000.0,,
XJ,Q00AC,XJ Q00AC BHZ ,39.660000,78.790000,0.0,70000000000.0,,
YN,P0205,YN P0205 BHZ ,26.810000,100.300000,0.0,70000000000.0,,
SC,V3474,SC V3474 BHZ ,29.520000,100.270000,0.0,70000000000.0,,
GS,GLGHY,GS GLGHY BHZ ,37.380000,103.100000,0.0,70000000000.0,,
GD,L2408,GD L2408 BHZ ,23.880000,114.100000,0.0,70000000000.0,,
TJ,A0025,TJ A0025 BHZ ,38.930000,116.860000,0.0,70000000000.0,,
AH,MCG,AH MCG BHZ ,33.360000,116.490000,0.0,70000000000.0,,
YN,SZ001,YN SZ001 BHZ ,23.730000,99.320000,0.0,70000000000.0,,
SC,D2110,SC D2110 BHZ ,26.940000,102.140000,0.0,70000000000.0,,
GD,D1301,GD D1301 BHZ ,23.350000,116.350000,0.0,70000000000.0,,
NX,CQ002,NX CQ002 BHZ ,37.830000,105.900000,0.0,70000000000.0,,
SC,TY001,SC TY001 BHZ ,29.780000,102.530000,0.0,70000000000.0,,
XZ,SHU,XZ SHU BHZ ,33.200000,88.820000,0.0,70000000000.0,,
HE,F0037,HE F0037 BHZ ,39.280000,115.930000,0.0,70000000000.0,,
HE,F0052,HE F0052 BHZ ,39.400000,115.630000,0.0,70000000000.0,,
XJ,PH001,XJ PH001 BHZ ,40.850000,77.970000,0.0,70000000000.0,,
YN,C2521,YN C2521 BHZ ,28.000000,103.630000,0.0,70000000000.0,,
GS,A000D,GS A000D BHZ ,36.110000,103.580000,0.0,70000000000.0,,
GZ,F0004,GZ F0004 BHZ ,27.370000,106.680000,0.0,70000000000.0,,
SC,VL002,SC VL002 BHZ ,29.760000,102.250000,0.0,70000000000.0,,
SD,Q006B,SD Q006B BHZ ,35.470000,118.240000,0.0,70000000000.0,,
GD,P2202,GD P2202 BHZ ,24.460000,115.260000,0.0,70000000000.0,,
FJ,C5914,FJ C5914 BHZ ,25.270000,118.490000,0.0,70000000000.0,,
SC,UR003,SC UR003 BHZ ,32.310000,101.270000,0.0,70000000000.0,,
SC,V2971,SC V2971 BHZ ,31.050000,100.320000,0.0,70000000000.0,,
GD,X0602,GD X0602 BHZ ,22.870000,113.220000,0.0,70000000000.0,,
FJ,A3001,FJ A3001 BHZ ,26.090000,119.610000,0.0,70000000000.0,,
QH,B0071,QH B0071 BHZ ,36.130000,102.030000,0.0,70000000000.0,,
NX,C000A,NX C000A BHZ ,37.930000,106.220000,0.0,70000000000.0,,
SN,FL005,SN FL005 BHZ ,33.520000,106.220000,0.0,70000000000.0,,
SC,AP001,SC AP001 BHZ ,30.260000,103.540000,0.0,70000000000.0,,
HA,E0006,HA E0006 BHZ ,35.330000,114.530000,0.0,70000000000.0,,
SC,RSBD,SC RSBD BHZ ,29.990000,104.440000,0.0,70000000000.0,,
GD,V8103,GD V8103 BHZ ,23.170000,115.820000,0.0,70000000000.0,,
SD,C000C,SD C000C BHZ ,37.050000,118.000000,0.0,70000000000.0,,
JS,CF001,JS CF001 BHZ ,34.670000,116.590000,0.0,70000000000.0,,
GS,K0107,GS K0107 BHZ ,33.010000,104.570000,0.0,70000000000.0,,
YN,L2405,YN L2405 BHZ ,25.620000,100.610000,0.0,70000000000.0,,
GS,E0039,GS E0039 BHZ ,34.590000,105.610000,0.0,70000000000.0,,
TJ,PJ001,TJ PJ001 BHZ ,39.480000,117.100000,0.0,70000000000.0,,
GS,J002C,GS J002C BHZ ,35.370000,104.620000,0.0,70000000000.0,,
SC,GJGS,SC GJGS BHZ ,29.270000,104.600000,0.0,70000000000.0,,
GD,P0201,GD P0201 BHZ ,23.620000,114.630000,0.0,70000000000.0,,
HE,A0008,HE A0008 BHZ ,37.950000,114.800000,0.0,70000000000.0,,
GS,N001B,GS N001B BHZ ,35.500000,103.340000,0.0,70000000000.0,,
GS,P000F,GS P000F BHZ ,33.640000,102.080000,0.0,70000000000.0,,
SD,J0014,SD J0014 BHZ ,36.210000,116.690000,0.0,70000000000.0,,
FJ,E6414,FJ E6414 BHZ ,23.790000,117.270000,0.0,70000000000.0,,
SC,V3411,SC V3411 BHZ ,30.430000,100.310000,0.0,70000000000.0,,
GS,K005E,GS K005E BHZ ,33.770000,105.680000,0.0,70000000000.0,,
SD,E0011,SD E0011 BHZ ,37.670000,118.680000,0.0,70000000000.0,,
YN,G2402,YN G2402 BHZ ,23.870000,103.040000,0.0,70000000000.0,,
SC,A8271,SC A8271 BHZ ,31.230000,103.780000,0.0,70000000000.0,,
XZ,D0004,XZ D0004 BHZ ,28.370000,87.780000,0.0,70000000000.0,,
YN,D0310,YN D0310 BHZ ,25.730000,104.040000,0.0,70000000000.0,,
SC,EX001,SC EX001 BHZ ,28.140000,105.360000,0.0,70000000000.0,,
SC,L3201,SC L3201 BHZ ,29.170000,103.110000,0.0,70000000000.0,,
HE,D0021,HE D0021 BHZ ,36.530000,115.070000,0.0,70000000000.0,,
NX,C000F,NX C000F BHZ ,37.980000,106.260000,0.0,70000000000.0,,
SC,A2105,SC A2105 BHZ ,30.620000,104.750000,0.0,70000000000.0,,
YN,C2601,YN C2601 BHZ ,28.650000,103.870000,0.0,70000000000.0,,
HA,E001F,HA E001F BHZ ,36.160000,113.920000,0.0,70000000000.0,,
XJ,N0066,XJ N0066 BHZ ,40.480000,80.420000,0.0,70000000000.0,,
FJ,E6319,FJ E6319 BHZ ,23.950000,117.610000,0.0,70000000000.0,,
SD,M0006,SD M0006 BHZ ,37.090000,118.310000,0.0,70000000000.0,,
JL,HL001,JL HL001 BHZ ,42.760000,129.420000,0.0,70000000000.0,,
XJ,P0046,XJ P0046 BHZ ,40.370000,77.620000,0.0,70000000000.0,,
SC,W3605,SC W3605 BHZ ,28.440000,103.100000,0.0,70000000000.0,,
YN,C2842,YN C2842 BHZ ,27.390000,104.030000,0.0,70000000000.0,,
FJ,H1009,FJ H1009 BHZ ,27.250000,118.130000,0.0,70000000000.0,,
GS,N0017,GS N0017 BHZ ,35.520000,103.670000,0.0,70000000000.0,,
HA,E0002,HA E0002 BHZ ,35.640000,114.720000,0.0,70000000000.0,,
QH,D0035,QH D0035 BHZ ,34.850000,101.460000,0.0,70000000000.0,,
GS,MJIWL,GS MJIWL BHZ ,34.730000,105.540000,0.0,70000000000.0,,
GD,YN001,GD YN001 BHZ ,23.150000,113.010000,0.0,70000000000.0,,
QH,B0083,QH B0083 BHZ ,35.970000,102.640000,0.0,70000000000.0,,
YN,E3108,YN E3108 BHZ ,25.290000,102.300000,0.0,70000000000.0,,
HA,J0023,HA J0023 BHZ ,35.940000,115.810000,0.0,70000000000.0,,
SC,VT001,SC VT001 BHZ ,29.690000,100.390000,0.0,70000000000.0,,
YN,J2302,YN J2302 BHZ ,24.380000,101.030000,0.0,70000000000.0,,
GD,V2202,GD V2202 BHZ ,23.480000,116.110000,0.0,70000000000.0,,
HE,A0040,HE A0040 BHZ ,38.400000,114.210000,0.0,70000000000.0,,
FJ,C5519,FJ C5519 BHZ ,25.360000,118.060000,0.0,70000000000.0,,
SX,XIJLQ,SX XIJLQ BHZ ,36.670000,110.860000,0.0,70000000000.0,,
HI,C0003,HI C0003 BHZ ,19.710000,110.100000,0.0,70000000000.0,,
FJ,J5004,FJ J5004 BHZ ,27.020000,119.430000,0.0,70000000000.0,,
FJ,K0002,FJ K0002 BHZ ,25.620000,119.710000,0.0,70000000000.0,,
GS,K003F,GS K003F BHZ ,34.150000,105.320000,0.0,70000000000.0,,
YN,E0110,YN E0110 BHZ ,24.660000,101.090000,0.0,70000000000.0,,
SC,V3422,SC V3422 BHZ ,29.620000,100.640000,0.0,70000000000.0,,
HA,E0008,HA E0008 BHZ ,35.400000,114.940000,0.0,70000000000.0,,
XZ,RKZ,XZ RKZ BHZ ,29.230000,88.870000,0.0,70000000000.0,,
NX,E0018,NX E0018 BHZ ,36.510000,105.720000,0.0,70000000000.0,,
GS,YMSLJ,GS YMSLJ BHZ ,39.700000,97.740000,0.0,70000000000.0,,
SD,DSD,SD DSD BHZ ,35.100000,116.750000,0.0,70000000000.0,,
YN,F2804,YN F2804 BHZ ,23.640000,101.900000,0.0,70000000000.0,,
XJ,FG002,XJ FG002 BHZ ,43.490000,82.410000,0.0,70000000000.0,,
GS,K0077,GS K0077 BHZ ,34.000000,104.450000,0.0,70000000000.0,,
SC,D1105,SC D1105 BHZ ,26.600000,101.420000,0.0,70000000000.0,,
YN,C2304,YN C2304 BHZ ,28.040000,104.120000,0.0,70000000000.0,,
SD,DS001,SD DS001 BHZ ,35.110000,117.490000,0.0,70000000000.0,,
FJ,J0006,FJ J0006 BHZ ,26.760000,119.270000,0.0,70000000000.0,,
XJ,P002A,XJ P002A BHZ ,38.960000,75.400000,0.0,70000000000.0,,
GS,J0022,GS J0022 BHZ ,35.200000,103.810000,0.0,70000000000.0,,
XJ,KSZ,XJ KSZ BHZ ,39.590000,75.940000,0.0,70000000000.0,,
FJ,C5606,FJ C5606 BHZ ,25.840000,118.200000,0.0,70000000000.0,,
LN,B004D,LN B004D BHZ ,39.620000,122.740000,0.0,70000000000.0,,
SC,PGTB,SC PGTB BHZ ,27.620000,102.460000,0.0,70000000000.0,,
QH,DUL,QH DUL BHZ ,36.280000,98.120000,0.0,70000000000.0,,
XJ,HJGGN,XJ HJGGN BHZ ,43.340000,84.620000,0.0,70000000000.0,,
SC,51PJW,SC 51PJW BHZ ,30.300000,103.650000,0.0,70000000000.0,,
YN,J2814,YN J2814 BHZ ,22.200000,99.700000,0.0,70000000000.0,,
SC,WS001,SC WS001 BHZ ,27.070000,102.750000,0.0,70000000000.0,,
SC,D2210,SC D2210 BHZ ,27.050000,101.390000,0.0,70000000000.0,,
SD,G003E,SD G003E BHZ ,36.630000,118.220000,0.0,70000000000.0,,
FJ,A0038,FJ A0038 BHZ ,25.690000,119.190000,0.0,70000000000.0,,
SC,51GYT,SC 51GYT BHZ ,29.110000,104.390000,0.0,70000000000.0,,
FJ,F1020,FJ F1020 BHZ ,24.670000,116.890000,0.0,70000000000.0,,
HE,JNX,HE JNX BHZ ,38.030000,114.150000,0.0,70000000000.0,,
AH,JIX,AH JIX BHZ ,30.700000,118.380000,0.0,70000000000.0,,
SC,W3315,SC W3315 BHZ ,28.170000,101.860000,0.0,70000000000.0,,
SC,K2501,SC K2501 BHZ ,29.670000,104.840000,0.0,70000000000.0,,
SD,N0051,SD N0051 BHZ ,37.540000,116.310000,0.0,70000000000.0,,
YN,PYS04,YN PYS04 BHZ ,26.690000,100.770000,0.0,70000000000.0,,
HE,A0048,HE A0048 BHZ ,38.090000,114.310000,0.0,70000000000.0,,
QH,F0023,QH F0023 BHZ ,34.710000,100.240000,0.0,70000000000.0,,
SC,V2414,SC V2414 BHZ ,28.480000,101.740000,0.0,70000000000.0,,
XJ,HTBQE,XJ HTBQE BHZ ,43.830000,86.330000,0.0,70000000000.0,,
HE,J0027,HE J0027 BHZ ,38.460000,117.170000,0.0,70000000000.0,,
QH,A0027,QH A0027 BHZ ,36.460000,101.420000,0.0,70000000000.0,,
XJ,Q004D,XJ Q004D BHZ ,38.980000,77.630000,0.0,70000000000.0,,
HE,D0066,HE D0066 BHZ ,36.670000,114.460000,0.0,70000000000.0,,
NX,D003F,NX D003F BHZ ,36.380000,106.310000,0.0,70000000000.0,,
AH,N0003,AH N0003 BHZ ,31.560000,116.280000,0.0,70000000000.0,,
FJ,B4410,FJ B4410 BHZ ,25.080000,119.120000,0.0,70000000000.0,,
FJ,J6007,FJ J6007 BHZ ,27.240000,119.980000,0.0,70000000000.0,,
YN,LMD01,YN LMD01 BHZ ,25.490000,100.430000,0.0,70000000000.0,,
YN,C2218,YN C2218 BHZ ,27.090000,103.040000,0.0,70000000000.0,,
GS,P0013,GS P0013 BHZ ,34.900000,103.840000,0.0,70000000000.0,,
XJ,P005D,XJ P005D BHZ ,39.770000,74.180000,0.0,70000000000.0,,
XJ,P006F,XJ P006F BHZ ,39.740000,75.480000,0.0,70000000000.0,,
HE,A0031,HE A0031 BHZ ,38.120000,114.020000,0.0,70000000000.0,,
SC,BA001,SC BA001 BHZ ,31.630000,104.200000,0.0,70000000000.0,,
SC,WZ001,SC WZ001 BHZ ,28.230000,102.790000,0.0,70000000000.0,,
HE,XIH,HE XIH BHZ ,37.530000,115.240000,0.0,70000000000.0,,
XJ,Q001C,XJ Q001C BHZ ,39.720000,77.120000,0.0,70000000000.0,,
FJ,PTAQ,FJ PTAQ BHZ ,25.460000,119.850000,0.0,70000000000.0,,
XZ,D0011,XZ D0011 BHZ ,29.300000,89.780000,0.0,70000000000.0,,
SC,D2202,SC D2202 BHZ ,27.110000,101.300000,0.0,70000000000.0,,
YN,F2503,YN F2503 BHZ ,24.670000,101.960000,0.0,70000000000.0,,
GS,JONDG,GS JONDG BHZ ,34.510000,103.190000,0.0,70000000000.0,,
SC,V2912,SC V2912 BHZ ,30.490000,100.450000,0.0,70000000000.0,,
QH,B0033,QH B0033 BHZ ,36.190000,102.700000,0.0,70000000000.0,,
GS,P0032,GS P0032 BHZ ,33.610000,104.320000,0.0,70000000000.0,,
GD,Q0407,GD Q0407 BHZ ,22.060000,112.220000,0.0,70000000000.0,,
YN,EY001,YN EY001 BHZ ,25.820000,101.860000,0.0,70000000000.0,,
HE,QTY,HE QTY BHZ ,39.530000,118.430000,0.0,70000000000.0,,
HE,B0004,HE B0004 BHZ ,39.460000,118.030000,0.0,70000000000.0,,
SD,A0023,SD A0023 BHZ ,36.970000,117.250000,0.0,70000000000.0,,
YN,G0105,YN G0105 BHZ ,23.250000,103.050000,0.0,70000000000.0,,
FJ,G7002,FJ G7002 BHZ ,26.390000,117.800000,0.0,70000000000.0,,
GZ,ZHS01,GZ ZHS01 BHZ ,26.640000,104.790000,0.0,70000000000.0,,
SC,YYMZP,SC YYMZP BHZ ,28.080000,101.780000,0.0,70000000000.0,,
GS,J004A,GS J004A BHZ ,35.030000,105.180000,0.0,70000000000.0,,
HA,GC001,HA GC001 BHZ ,35.200000,114.660000,0.0,70000000000.0,,
XJ,N000B,XJ N000B BHZ ,40.840000,80.020000,0.0,70000000000.0,,
