network,station,name,lat,lon,alt,sensitivity,site,vs30
TW,NGY,Civil Affair Office of Guanyin District,25.028191,121.084340,27.3,407999.9,CWASN,
TW,NHDH,New Taipei Weather Station,24.959576,121.525064,22.0,318057.2,CWASN,
TW,NHW,Xin-Wu Weather Station,25.006748,121.047577,21.0,316268.8,CWASN,
TW,NHY,Taipei City Fire Bureau,25.040796,121.569193,10.0,316268.8,CWASN,
TW,NJD,Jhu-Dong Elementary School,24.735702,121.088104,131.0,309530.2,CWASN,
TW,NJN,Jhu-Nan Elementary School,24.683560,120.870300,11.0,312234.9,CWASN,
TW,NJS,Jin-Shan High School,25.225792,121.637752,18.7,416859.0,CWASN,
TW,NLCH,Neicuo Riverside Park,25.064648,121.278193,40.7,407999.9,CWASN,
TW,NLKH,Linkou Community Sports Park,25.073852,121.395611,267.1,402248.0,CWASN,
TW,NML,Jian-Gong Elementary School,24.564936,120.825756,50.0,312217.7,CWASN,
TW,NMLH,National United University,24.537371,120.790932,179.0,155988.3,CWASN,
TW,NNS,Nan-San Elementary School,24.437449,121.381300,1148.0,304828.9,CWASN,
TW,NNSH,Nanshan,24.428339,121.382742,1106.0,154827.1,CWASN,
TW,NOU,National Taiwan Ocean University 2,25.149376,121.773324,16.0,310074.7,CWASN,
TW,NPLH,Ping-Lin Branch of New Taipei City Fire Bureau,24.939152,121.711892,203.7,409812.0,CWASN,
TW,NPXH,Pingxi Guanyinyan Temple Park,25.025952,121.737277,229.3,407999.9,CWASN,
TW,NSDH,"Tea and Beverage Research Station, Ministry of Agriculture, Northern Region Branch Station",24.955757,121.631199,407.9,409812.0,CWASN,
TW,NSG,Shuang-Xi High School,25.034945,121.862950,27.0,309766.0,CWASN,
TW,NSJH,Xinzhuang Sports and Recreation Park,25.043324,121.452371,10.5,407999.9,CWASN,
TW,NSK,Sanguang Elementary School,24.673739,121.366575,685.0,304828.9,CWASN,
TW,NSM,First Nuclear Power Plant,25.287803,121.588533,10.0,407999.9,CWASN,
TW,NST,Tian-Mei Elementary School,24.629600,121.008750,173.0,304828.9,CWASN,
TW,NSX,LongPu Park,24.939139,121.374303,37.3,409739.0,CWASN,
TW,NSY,Jian-Jhong Elementary School,24.414420,120.769700,299.0,304828.9,CWASN,
TW,NSZ,San Zhi Er Ping Ding,25.226983,121.537972,421.2,409739.0,CWASN,
TW,NTC,Tou-Cheng submarine cable station,24.853511,121.830189,7.0,157167.1,CWASN,
TW,NTS,Dan-Shuei Weather Station,25.164386,121.449151,15.0,153683.1,CWASN,
TW,NTY,Taoyuan County Fire Bureau,24.999748,121.297646,93.0,310708.2,CWASN,
TW,NWF,Wu-Fen-Shan Weather Radar Station,25.071509,121.781410,728.0,112381514.6,CWASN,
TW,NWL,Tranan Elementary School,24.777564,121.501996,403.7,1907897319.6,CWASN,
TW,NWLH,Wulai Waterfall Park,24.849031,121.550125,260.1,409739.0,CWASN,
TW,NWR,Second Nuclear Power Plant,25.202140,121.660617,17.0,407999.9,CWASN,
TW,NXZ,Big Rooster Park,25.076511,121.640300,40.7,409739.0,CWASN,
TW,NYMH,"Tea and Beverage Research Station, Ministry of Agriculture",24.908549,121.185698,198.5,407999.9,CWASN,
TW,OWD,AOWANDA National Forest Recreation Area,23.954469,121.175839,1252.0,1836725757.3,CWASN,
TW,PCY,Peng-Jia-Yu weather station,25.627931,122.080002,37.0,624918994.4,CWASN,
TW,PNG,Penghu Weather Station,23.565294,119.563600,10.0,112381514.6,CWASN,
TW,PTSB,Pingding,24.446900,120.704800,202.0,992371363.1,CWASN,
TW,SALH,A-Lian Elementary School,22.883686,120.327783,25.8,407999.9,CWASN,
TW,SANB,Sungan,24.397800,120.985800,1354.0,1844345182.4,CWASN,
TW,SCK,Chi-Gu weather station,23.146646,120.086467,2.0,156379.3,CWASN,
TW,SCL,Zihlong Elementary School,23.174280,120.201771,7.0,304828.9,CWASN,
TW,SCLH,Jia Li Junior High School,23.157095,120.171104,6.0,407999.9,CWASN,
TW,SCS,Chi-Mei Senior High School,22.885470,120.493828,70.0,155212.3,CWASN,
TW,SCZ,Chun-Rih Elementary School,22.370310,120.628200,66.0,112381514.6,CWASN,
TW,SDLH,Chao-Liao Junior High School,22.563083,120.425193,8.5,407999.9,CWASN,
TW,SDSH,Dong-Shan Junior High School,23.317212,120.402968,30.8,407999.9,CWASN,
TW,SEB,Ken-Ding Weather Radar Station,21.900920,120.855107,32.0,309418.5,CWASN,
TW,SFSH,Feng-Shan Senior High School,22.632401,120.345294,11.6,409739.0,CWASN,
TW,SGL,Huei-Nong Elementary School,22.723431,120.498727,31.0,304828.9,CWASN,
TW,SGS,Jia-Sian Junior High School,23.080438,120.590846,279.0,249967597.8,CWASN,
TW,SHH,Shin-Hua Hu-Tou-Pi Jr-Yi,23.021310,120.347938,59.0,155988.3,CWASN,
TW,SHUL,Hua-Ren junior high school,23.787485,121.562657,34.0,155212.3,CWASN,
TW,SLBB,Shuanglienpi,24.753800,121.635600,490.0,1837470293.5,CWASN,
TW,SLG,"Forestry and Nature Conservation Agency, Pingtung Branch, Luokuei Station",22.993340,120.646160,263.0,318057.2,CWASN,
TW,SLIU,Shuangliu Forest Recreation Area,22.216198,120.798882,183.0,155599.4,CWASN,
TW,SLJ,Liou-Jia Elementary School Hu-Dong Branch,23.222405,120.400211,130.0,112381514.6,CWASN,
TW,SLJH,Liou-Jia Elementary School,23.225464,120.350642,30.0,409812.0,CWASN,
TW,SMG,"Pingtung County Fire Bureau, Ma-Jia Branch",22.705302,120.644736,112.0,157167.1,CWASN,
TW,SML,Sun Moon Lake Weather Station,23.881330,120.908220,999.0,310481.3,CWASN,
TW,SMS,Manjhou Elementary School,22.020451,120.837184,45.0,155599.4,CWASN,
TW,SNCH,Nan-Ning Senior High School,22.936815,120.186040,2.2,407999.9,CWASN,
TW,SNHH,Nanhua Junior High School,23.044623,120.480247,131.1,407999.9,CWASN,
TW,SNJ,"NKUST, First Campus",22.753263,120.335181,16.0,319931.8,CWASN,
TW,SNS,"Southern Region Water Resources Branch,Water Resources Agency, Ministry of Economic Affairs",23.219793,120.497287,147.0,317432.3,CWASN,
TW,SNW,The Third Nuclear Power Plant,21.959792,120.749591,27.0,310094.5,CWASN,
TW,SPT,Ren-Ai Elementary School,22.676669,120.496083,29.0,312150.9,CWASN,
TW,SSD,Sai-Jia Elementary School,22.744260,120.640050,148.0,304828.9,CWASN,
TW,SSH,Shan-Hua Elementary School,23.136107,120.288240,17.0,316268.8,CWASN,
TW,SSHH,Datong Elementary School,23.156819,120.308356,18.4,407999.9,CWASN,
TW,SSP,Shin-Pi junior high school,22.483478,120.568137,38.0,1833604197.5,CWASN,
TW,STY,Tao-Yuan Elementary School,23.160695,120.765644,642.0,310829.3,CWASN,
TW,STYH,Tau-Yuan Junior High School,23.179315,120.781108,624.0,155599.4,CWASN,
TW,SXPH,Si Pu Junior High School,22.718683,120.442685,28.1,407999.9,CWASN,
TW,TAI,Southern Region Weather Center,22.993238,120.204674,19.0,304828.9,CWASN,
TW,TAI1,Yongkang Weather Station,23.038016,120.236583,10.0,250592516.8,CWASN,
TW,TAP,Central Weather Administration,25.037595,121.513911,16.0,304828.9,CWASN,
TW,TAW,Da-Wu Weather Station,22.355896,120.903565,11.0,304828.9,CWASN,
TW,TAWH,Shang-Wu Elementary School,22.339826,120.887952,24.0,155212.3,CWASN,
TW,TCU,Taichung Weather Station,24.145600,120.684090,89.0,304828.9,CWASN,
TW,TIPB,Shuang-Shi elementary school Tai-Ping Branch,24.971881,121.825533,399.0,249342678.8,CWASN,
TW,TTN,Taitung Weather Station,22.752241,121.154867,12.0,112381514.6,CWASN,
TW,TWA,Jhih-Nan-Gong,24.977894,121.592215,292.0,304828.9,CWASN,
TW,TWB1,San-Dia-Jiao,25.006792,121.997197,122.0,112381514.6,CWASN,
TW,TWC,Su-Ao,24.608169,121.860018,33.0,304828.9,CWASN,
TW,TWD,Xiu-lin,24.081237,121.604549,56.0,304828.9,CWASN,
TW,TWE,Nei-Cheng,24.718063,121.682901,56.0,304828.9,CWASN,
TW,TWF1,Yu-Li,23.350845,121.305288,254.0,304828.9,CWASN,
TW,TWG,Taitung,22.817416,121.080008,199.0,304828.9,CWASN,
TW,TWH,Lyudao,22.675000,121.484000,50.0,1841220232.9,CWASN,
TW,TWK1,Heng-Chun,21.940110,120.813620,116.0,304828.9,CWASN,
TW,TWL,Dong-shan,23.265050,120.499936,609.0,112381514.6,CWASN,
TW,TWM1,Ci-Shan,22.821507,120.430598,323.0,1839345263.2,CWASN,
TW,TWQ1,Li-Yu-Tan,24.346460,120.780890,286.0,112381514.6,CWASN,
TW,TWS1,Wu-Gu,25.101403,121.423382,85.0,112381514.6,CWASN,
TW,TWT,De-Ji,24.249480,121.161780,1496.0,112381514.6,CWASN,
TW,TWY,Gan-Hua,25.272445,121.607846,55.0,112381514.6,CWASN,
TW,TYC,Yu-Chih,23.904981,120.869750,659.0,112381514.6,CWASN,
TW,WBTH,Dongshan Senior High School,24.166358,120.709885,116.5,407999.9,CWASN,
TW,WCH1,Nan-Guo Elementary School,24.071750,120.546809,17.0,312860.0,CWASN,
TW,WCH2,Changhua County Fire Bureau,24.063310,120.535970,19.0,312774.7,CWASN,
TW,WCHH,National Changhua University of Education,24.079483,120.558230,25.0,155988.3,CWASN,
TW,WCKO,Liming Elementary School,23.438560,120.604698,233.0,156379.3,CWASN,
TW,WCS,Bei-Mei Junior High School,24.056569,120.911688,358.0,155599.4,CWASN,
TW,WDG,Dong-Ji Island Weather Station,23.257348,119.667509,34.0,112381514.6,CWASN,
TW,WDJ,Da-Jia Industrial Senior High School,24.347814,120.640298,99.0,318682.0,CWASN,
TW,WDL,Kung-Cheng Elementary School,23.714900,120.538510,52.0,309610.9,CWASN,
TW,WDLH,National Yunlin University of Science and Technology,23.688814,120.538091,54.0,154827.1,CWASN,
TW,WFEN,921 Earthquake Museum of Taiwan,24.042007,120.699475,85.9,409812.0,CWASN,
TW,WGK,Dong-He Elementary School,23.684440,120.570293,80.0,249592646.4,CWASN,
TW,WHF,He-Huan Mountain,24.143360,121.272470,3386.0,112381514.6,CWASN,
TW,WHLH,Hou-Zong Senior High School,24.305477,120.725157,227.0,407999.9,CWASN,
TW,WHP,"Forestry and Nature Conservation Agency, Taichung Branch, Wushikeng Vegetable Farm",24.277694,120.945806,947.0,1860449611.4,CWASN,
TW,WHY,Shin-Yi Junior High School,23.696148,120.853233,495.0,318682.0,CWASN,
TW,WJS,National Fire Agency Ju-Shan Training Center,23.821899,120.727889,174.0,154827.1,CWASN,
TW,WLC,Cyuan-De Elementary School,22.346730,120.369110,38.0,249342678.8,CWASN,
TW,WLCH,"Pingtung County Fire Bureau, Liu-Qiu Branch",22.350910,120.379083,14.0,319306.9,CWASN,
TW,WLGB,Lioujian,23.477700,120.299900,16.0,249967597.8,CWASN,
TW,WLJH,Long-Jin Senior High School,24.204499,120.521373,5.5,407999.9,CWASN,
TW,WLTB,Longtan,24.852600,121.252400,27.0,624918994.4,CWASN,
TW,WML,"Mailiao, Sixth naphtha cracker",23.804400,120.223210,10.0,313330.7,CWASN,
TW,WNT,Sin-Jie Elementary School,23.876583,120.692497,113.0,112381514.6,CWASN,
TW,WNT1,Nantou County Fire Bureau,23.907100,120.680250,118.0,309892.0,CWASN,
TW,WPL,Shih-Gang Elementary School,24.012409,120.957294,465.0,309416.6,CWASN,
TW,WRL,Erh-lin Industrial and Commercial Vocational High School,23.902588,120.378096,14.0,154443.9,CWASN,
TW,WSF,Sihhu Elementary School,23.636340,120.229760,8.0,112381514.6,CWASN,
TW,WSL,Niau-Sung junior high school,23.522648,120.227838,3.0,155988.3,CWASN,
TW,WSS,ShouShan,22.641740,120.261835,346.0,407999.9,CWASN,
TW,WSSB,Soushan,22.641800,120.261800,352.0,260528728.8,CWASN,
TW,WTC,Si-Gang Elementary School,23.861661,120.289241,4.0,112381514.6,CWASN,
TW,WTK,Tu-Ku junior high school,23.687583,120.388592,21.0,155212.3,CWASN,
TW,WTP,Da-Pu Elementary School Ping-Lin Branch,23.243806,120.622317,555.0,112381514.6,CWASN,
TW,WWC,Wu-Qi Weather Station,24.256557,120.523394,5.0,304828.9,CWASN,
TW,WWF,921 Earthquake Museum of Taiwan,24.042554,120.698311,78.0,312902.2,CWASN,
TW,WXSH,"Taiwan Seed Improvement and Propagation Station,MOA",24.226022,120.800853,470.0,407999.9,CWASN,
TW,WYL,Yuan-Lin Elementary School,23.960489,120.579860,26.0,316268.8,CWASN,
TW,YUS,Yushan Weather Station,23.487279,120.959367,3856.0,112381514.6,CWASN,
TW,ZUZH,Ju-Tz-Hu Weather Station,25.162323,121.544645,612.0,481000005.7,CWASN,
